129,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,7.9
100,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.0
121,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.1
169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.7
141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
118,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.6
133,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,7.4
132,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,7.2
121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.9
149,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.2
107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6
134,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.6
114,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,8.1
123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8
110,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.0
102,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5.5
102,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,7.9
139,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.8
137,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,7.2
104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
117,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.9
132,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,8.1
119,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.9
93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.2
109,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.6
144,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.5
112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
108,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6.3
123,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.8
90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.7
83,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.9
130,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7
113,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.9
129,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.3
99,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8.1
136,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.8
101,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2
126,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.9
115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.2
150,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.1
101,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,5.9
165,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.8
113,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7.9
148,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,6.8
111,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.1
101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
109,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.1
93,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9
134,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.1
165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1
85,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.7
142,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6.8
126,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6.2
99,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.9
109,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.0
100,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,7.8
97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4
120,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.9
89,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.6
103,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.6
109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
97,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,7.0
101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
92,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5.6
89,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4
102,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7.2
123,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6.5
109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
98,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,6.3
106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
92,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.7
97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.6
117,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.5
97,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.4
95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.9
116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1
108,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.2
98,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.1
103,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6.5
96,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,6.8
112,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7.1
107,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.8
97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.1
114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.3
102,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.4
128,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.5
93,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6
95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4
122,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8.2
91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
132,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6.6
125,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,7.1
114,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.4
82,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.7
104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.5
118,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.2
117,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.3
102,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6.3
97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.8
95,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7.3
138,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.9
106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1
97,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6.5
95,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,7.3
94,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5.2
120,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6.6
92,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6.3
94,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.1
102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.3
94,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5.1
102,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,7.9
110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4
99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.4
93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
