6,1,0,0,0,1,0,0,100,1
6,1,0,0,0,1,0,0,23,2
6,0,1,0,0,1,0,0,76,1
6,0,0,1,0,1,0,0,0,2
6,0,0,0,1,1,0,0,24,3
6,0,0,0,1,1,0,0,10,2
6,1,0,0,0,0,1,0,100,1
6,1,0,0,0,0,1,0,75,1
6,0,1,0,0,0,1,0,23,2
6,0,1,0,0,0,1,0,83,1
6,0,0,1,0,0,1,0,0,2
6,0,0,0,1,0,1,0,39,2
6,1,0,0,0,0,0,1,100,1
6,1,0,0,0,0,0,1,12,1
6,0,1,0,0,0,0,1,7,1
6,0,1,0,0,0,0,1,120,1
6,0,0,1,0,0,0,1,0,2
6,0,0,0,1,0,0,1,50,1
7,1,0,0,0,1,0,0,100,1
7,1,0,0,0,1,0,0,23,3
7,0,1,0,0,1,0,0,76,1
7,0,0,1,0,1,0,0,0,2
7,0,0,0,1,1,0,0,24,3
7,0,0,0,1,1,0,0,10,3
7,1,0,0,0,0,1,0,100,1
7,1,0,0,0,0,1,0,75,1
7,1,0,0,0,0,1,0,10,3
7,0,1,0,0,0,1,0,23,3
7,0,1,0,0,0,1,0,83,1
7,0,0,1,0,0,1,0,0,2
7,0,0,0,1,0,1,0,39,3
7,1,0,0,0,0,0,1,100,1
7,1,0,0,0,0,0,1,12,1
7,0,1,0,0,0,0,1,7,1
7,0,1,0,0,0,0,1,120,1
7,0,0,1,0,0,0,1,0,2
7,0,0,0,1,0,0,1,50,1
7,0,0,0,1,0,0,1,8,1
8,1,0,0,0,1,0,0,100,1
8,1,0,0,0,1,0,0,23,2
8,0,1,0,0,1,0,0,76,1
8,0,0,1,0,1,0,0,0,2
8,0,0,0,1,1,0,0,24,3
8,0,0,0,1,1,0,0,10,2
8,1,0,0,0,0,1,0,100,1
8,1,0,0,0,0,1,0,75,1
8,1,0,0,0,0,1,0,5,3
8,0,1,0,0,0,1,0,23,3
8,0,1,0,0,0,1,0,83,1
8,0,0,1,0,0,1,0,0,2
8,0,0,0,1,0,1,0,39,2
8,1,0,0,0,0,0,1,100,1
8,1,0,0,0,0,0,1,12,2
8,0,1,0,0,0,0,1,7,2
8,0,1,0,0,0,0,1,120,1
8,0,0,1,0,0,0,1,0,2
8,0,0,0,1,0,0,1,50,1
